TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Balance_Binned,Age_Binned,Target
388.77,Credit,Jacksonville,Online,26.0,Student,30.0,1.0,1658.49,20.0-29.0,0,1,0
100.38,Debit,Seattle,Branch,63.0,Doctor,49.0,1.0,10171.68,60.0-69.0,2,2,1
137.23,Debit,Fresno,Branch,64.0,Doctor,63.0,1.0,13847.99,60.0-69.0,2,2,0
870.3,Debit,San Jose,ATM,51.0,Retired,229.0,1.0,3688.98,50.0-59.0,0,0,1
458.94,Debit,Detroit,Branch,52.0,Engineer,180.0,1.0,5619.95,50.0-59.0,1,0,2
327.35,Credit,Memphis,Branch,20.0,Student,175.0,1.0,342.08,20.0-29.0,0,1,0
757.15,Debit,Raleigh,Online,53.0,Engineer,37.99999999999999,1.0,4702.86,50.0-59.0,0,0,1
47.23,Credit,Memphis,Online,73.0,Retired,160.0,1.0,6659.81,70.0-79.0,1,2,0
239.41,Credit,nan,Online,42.0,Doctor,247.99999999999997,1.0,7860.65,40.0-49.0,1,0,1
170.97,Debit,Nashville,Branch,26.0,Student,292.0,1.0,1265.27,20.0-29.0,0,1,0
262.43,Credit,San Diego,Online,37.0,Doctor,274.0,5.0,12841.01,30.0-39.0,2,0,1
659.15,Debit,Boston,ATM,22.0,Student,204.0,1.0,1241.59,20.0-29.0,0,1,2
31.53,Debit,Kansas City,Online,25.0,Student,283.0,1.0,874.93,20.0-29.0,0,1,0
111.66,Credit,nan,Online,48.0,Engineer,140.0,1.0,5716.72,40.0-49.0,1,0,1
250.01,Debit,Kansas City,ATM,62.0,Retired,88.0,1.0,1541.48,60.0-69.0,0,2,0
554.15,Debit,Raleigh,ATM,49.0,Doctor,107.99999999999999,1.0,14817.22,40.0-49.0,2,0,1
598.66,nan,Charlotte,Branch,32.0,Engineer,222.0,1.0,2587.11,30.0-39.0,0,1,2
28.38,Debit,Sacramento,Branch,55.0,Doctor,98.0,1.0,173.7,50.0-59.0,0,0,1
16.8,Debit,San Diego,ATM,49.0,Doctor,94.0,1.0,11847.07,40.0-49.0,2,0,1
896.79,Debit,Dallas,Online,33.0,Doctor,168.00000000000003,1.0,11146.74,30.0-39.0,2,1,2
159.0,Debit,Las Vegas,ATM,49.0,Engineer,37.99999999999999,1.0,369.79,40.0-49.0,0,0,0
56.31,Credit,Houston,Online,75.0,Retired,195.0,1.0,6396.08,70.0-79.0,1,2,0
203.99,Debit,Philadelphia,Online,52.0,Retired,215.0,1.0,4840.31,50.0-59.0,0,0,1
50.99,Debit,Detroit,Branch,29.0,Doctor,75.99999999999999,1.0,1334.6,20.0-29.0,0,1,2
101.28,Credit,Chicago,Online,32.0,Engineer,75.0,1.0,2774.35,30.0-39.0,0,1,2
299.92,Debit,Denver,ATM,27.0,Student,122.0,1.0,1368.0,20.0-29.0,0,1,2
77.54,Debit,Phoenix,Online,67.0,Retired,73.0,1.0,4536.38,60.0-69.0,0,2,1
18.35,Debit,Nashville,Branch,21.0,Student,78.0,1.0,1293.39,20.0-29.0,0,1,0
732.53,Credit,San Jose,ATM,26.0,Student,116.00000000000001,1.0,441.54,20.0-29.0,0,1,1
65.11,Debit,Nashville,ATM,34.0,Engineer,150.0,1.0,8485.14,30.0-39.0,1,1,0
67.07,Credit,Los Angeles,ATM,24.0,Student,56.0,1.0,999.6200000000001,20.0-29.0,0,1,0
137.48,Debit,Seattle,Branch,55.0,Doctor,47.0,1.0,14273.42,50.0-59.0,2,0,1
398.36,Debit,Columbus,ATM,22.0,Student,56.0,1.0,1863.7,20.0-29.0,0,1,2
469.46,Debit,New York,ATM,20.0,Student,149.0,1.0,8640.56,20.0-29.0,1,1,0
37.58,Debit,Indianapolis,ATM,57.0,Doctor,182.0,1.0,259.44,50.0-59.0,0,0,0
160.24,Debit,Washington,ATM,31.0,Engineer,15.0,1.0,5526.97,30.0-39.0,1,1,1
315.39,Credit,New York,Branch,23.0,Student,93.0,1.0,929.6,20.0-29.0,0,1,0
434.17,Debit,Atlanta,ATM,21.0,Student,148.0,5.0,5335.44,20.0-29.0,1,1,2
165.91,Debit,Jacksonville,ATM,26.0,Student,84.00000000000001,1.0,587.1199999999999,20.0-29.0,0,1,0
211.36,Debit,San Francisco,Branch,47.0,Engineer,194.0,1.0,4760.34,40.0-49.0,0,0,1
241.45000000000002,Debit,Portland,Online,26.0,Student,158.0,1.0,1594.04,20.0-29.0,0,1,1
23.24,Debit,Indianapolis,Branch,68.0,Doctor,129.0,1.0,13777.79,60.0-69.0,2,2,0
70.88,Credit,Omaha,Branch,74.0,Retired,176.0,1.0,1794.65,70.0-79.0,0,2,1
1143.67,Debit,Atlanta,Online,66.0,Retired,111.0,1.0,7677.760000000001,60.0-69.0,1,2,2
181.81,Credit,Austin,Online,78.0,Retired,122.0,1.0,7525.7300000000005,70.0-79.0,1,2,2
854.64,Debit,Fort Worth,Branch,56.0,Retired,118.0,1.0,2989.25,50.0-59.0,0,0,2
261.19,Debit,Oklahoma City,ATM,64.0,Retired,52.00000000000001,1.0,7620.6,60.0-69.0,1,2,0
220.68,Credit,Raleigh,Online,71.0,Retired,217.0,1.0,5549.2,70.0-79.0,1,2,1
11.86,Debit,Sacramento,Branch,31.0,Engineer,129.0,1.0,6782.61,30.0-39.0,1,1,1
122.65000000000002,Debit,Columbus,Online,28.0,Student,41.0,1.0,1968.51,20.0-29.0,0,1,2
395.16,Debit,Milwaukee,Online,56.0,Retired,17.0,1.0,5340.73,50.0-59.0,1,0,0
704.69,Debit,Las Vegas,Online,51.0,Retired,150.0,1.0,3267.84,50.0-59.0,0,0,0
369.89,Debit,San Antonio,ATM,69.0,Retired,69.00000000000001,1.0,6941.47,60.0-69.0,1,2,1
10.92,Debit,Jacksonville,ATM,67.0,Retired,268.0,1.0,7567.2,60.0-69.0,1,2,0
199.14,Debit,Seattle,Branch,31.0,Engineer,36.0,1.0,7001.25,30.0-39.0,1,1,1
109.43,Debit,Denver,nan,70.0,Retired,140.0,1.0,1983.65,70.0-79.0,0,2,2
304.15,Debit,Atlanta,Branch,20.0,Student,40.0,1.0,686.9099999999999,20.0-29.0,0,1,2
620.54,Credit,Omaha,Branch,28.0,Student,98.0,1.0,213.36,20.0-29.0,0,1,1
757.79,Debit,Charlotte,Online,22.0,Student,117.0,1.0,1443.02,20.0-29.0,0,1,2
122.81,Debit,San Jose,Branch,52.0,Doctor,12.0,1.0,8450.84,50.0-59.0,1,0,1
96.25,Debit,Houston,Online,61.0,Retired,171.0,1.0,7996.699999999999,60.0-69.0,1,2,0
1431.33,Debit,Charlotte,ATM,30.0,Doctor,49.0,1.0,5567.98,30.0-39.0,1,1,2
142.55,Debit,Kansas City,Online,67.0,Doctor,97.0,1.0,1262.68,60.0-69.0,0,2,0
35.94,Credit,Fresno,Branch,23.0,Student,141.0,1.0,1697.28,20.0-29.0,0,1,0
24.86,Debit,Jacksonville,Branch,58.0,Engineer,292.0,1.0,2591.65,50.0-59.0,0,0,0
103.08,Debit,San Francisco,Online,60.0,Doctor,109.0,1.0,12002.16,60.0-69.0,2,2,1
116.27,Debit,Portland,Online,57.0,Engineer,94.0,1.0,8726.92,50.0-59.0,1,0,1
363.84,Debit,Columbus,Online,73.0,Retired,118.0,3.0,5415.64,70.0-79.0,1,2,2
108.75,Debit,Houston,ATM,50.0,Doctor,22.999999999999996,4.0,14829.85,50.0-59.0,2,0,0
50.9,Credit,Jacksonville,Online,28.0,Student,150.0,1.0,1277.7,20.0-29.0,0,1,0
206.84,Debit,Philadelphia,Branch,20.0,Student,154.0,1.0,454.66,20.0-29.0,0,1,1
37.4,Debit,Raleigh,ATM,20.0,Student,84.00000000000001,1.0,1519.51,20.0-29.0,0,1,1
154.21,Debit,Miami,Online,46.0,Engineer,75.0,1.0,8045.77,40.0-49.0,1,0,0
199.37,Debit,Chicago,Online,24.0,Student,79.0,1.0,1331.3,20.0-29.0,0,1,2
1360.01,Credit,Phoenix,Branch,67.0,Retired,218.0,1.0,6601.5,60.0-69.0,1,2,1
18.23,Debit,Nashville,ATM,56.0,Engineer,28.0,1.0,8422.2,50.0-59.0,1,0,0
398.7,Debit,Albuquerque,ATM,47.0,Doctor,276.0,1.0,7987.740000000001,40.0-49.0,1,0,2
378.2,Debit,Mesa,Branch,40.0,Engineer,167.0,1.0,7372.81,40.0-49.0,1,0,0
124.74,Debit,Los Angeles,ATM,49.0,Engineer,33.0,1.0,2987.97,40.0-49.0,0,0,0
17.1,Debit,Albuquerque,ATM,53.0,Retired,101.0,1.0,1619.54,50.0-59.0,0,0,2
287.05,Debit,Milwaukee,ATM,22.0,Student,212.0,1.0,1204.65,20.0-29.0,0,1,0
874.72,Debit,San Francisco,Online,28.0,Engineer,173.0,1.0,4630.58,20.0-29.0,0,1,1
1762.28,Debit,Memphis,ATM,24.0,Student,150.0,1.0,1380.34,20.0-29.0,0,1,0
40.12,Credit,Dallas,ATM,36.0,Doctor,269.0,1.0,14304.38,30.0-39.0,2,1,2
125.00000000000001,Credit,Indianapolis,Online,49.0,Engineer,177.0,1.0,3215.76,40.0-49.0,0,0,0
348.44,Debit,Baltimore,Online,24.0,Student,147.0,1.0,1022.94,20.0-29.0,0,1,2
128.4,Debit,Tucson,ATM,69.0,Retired,30.999999999999996,1.0,2610.64,60.0-69.0,0,2,1
320.93,Debit,Atlanta,Online,55.0,Engineer,178.0,1.0,9451.66,50.0-59.0,1,0,2
1.41,Debit,Sacramento,ATM,53.0,Retired,278.0,1.0,1244.17,50.0-59.0,0,0,1
50.52,Debit,Los Angeles,Branch,54.0,Doctor,293.0,1.0,12815.24,50.0-59.0,2,0,0
383.95,Credit,San Diego,Online,31.0,Engineer,143.0,1.0,9933.56,30.0-39.0,2,1,1
12.94,Debit,Fresno,Branch,23.0,Student,158.0,1.0,921.23,20.0-29.0,0,1,0
329.75,Debit,Sacramento,Online,56.0,Retired,211.0,1.0,6009.43,50.0-59.0,1,0,1
981.76,Debit,Milwaukee,Online,45.0,Doctor,234.0,1.0,602.3599999999999,40.0-49.0,0,0,0
40.79,Debit,Milwaukee,ATM,18.0,Student,80.0,1.0,1769.33,10.0-19.0,0,1,0
99.25,Credit,Phoenix,Online,63.0,Retired,93.0,1.0,2570.34,60.0-69.0,0,2,1
150.6,Debit,Miami,ATM,69.0,Retired,59.00000000000001,1.0,3240.14,60.0-69.0,0,2,0
29.5,Debit,San Antonio,Online,73.0,Retired,129.0,1.0,1229.32,70.0-79.0,0,2,1
54.34,Debit,Albuquerque,ATM,65.0,Doctor,45.99999999999999,1.0,8019.890000000001,60.0-69.0,1,2,2
18.25,Debit,Kansas City,ATM,53.0,Doctor,18.0,1.0,14328.29,50.0-59.0,2,0,0
633.87,Debit,Kansas City,Online,27.0,Student,175.0,1.0,330.16,20.0-29.0,0,1,0
81.15,Debit,Miami,ATM,19.0,Student,114.0,1.0,1595.26,10.0-19.0,0,1,0
83.95,Debit,New York,Online,75.0,Retired,170.0,1.0,7413.18,70.0-79.0,1,2,0
410.4,Credit,Virginia Beach,ATM,61.0,Retired,78.0,1.0,2563.91,60.0-69.0,0,2,1
172.68,Debit,Baltimore,ATM,33.0,Doctor,17.0,1.0,10724.95,30.0-39.0,2,1,2
139.88,Debit,Colorado Springs,ATM,34.0,Engineer,162.0,1.0,2969.71,30.0-39.0,0,1,2
165.55,Debit,Dallas,Branch,28.0,Student,115.0,1.0,761.7799999999999,20.0-29.0,0,1,2
53.79,Credit,Philadelphia,ATM,54.0,Engineer,137.0,3.0,6229.36,50.0-59.0,1,0,1
285.69,Debit,Miami,ATM,63.0,Retired,35.0,1.0,2552.54,60.0-69.0,0,2,0
532.4,Debit,Jacksonville,ATM,22.0,Student,149.0,1.0,1033.73,20.0-29.0,0,1,0
293.85,Debit,Charlotte,Online,25.0,Student,144.0,1.0,1919.97,20.0-29.0,0,1,2
27.94,Debit,Atlanta,Branch,79.0,Retired,120.0,1.0,1893.4399999999998,70.0-79.0,0,2,2
270.36,Debit,Oklahoma City,ATM,25.0,Student,37.0,1.0,1783.04,20.0-29.0,0,1,0
112.66,Debit,Philadelphia,Online,29.0,Engineer,176.0,3.0,852.98,20.0-29.0,0,1,1
506.03000000000003,Debit,Detroit,Branch,21.0,Student,21.000000000000004,1.0,1123.89,20.0-29.0,0,1,2
206.95,Debit,Seattle,Branch,22.0,Student,30.999999999999996,1.0,1817.65,20.0-29.0,0,1,1
350.96,Debit,Tucson,ATM,63.0,Retired,167.0,1.0,5463.94,60.0-69.0,1,2,1
261.63,Debit,Chicago,Branch,20.0,Student,150.0,1.0,477.03,20.0-29.0,0,1,2
46.12,Debit,Fresno,Branch,59.0,Doctor,30.0,1.0,8874.01,50.0-59.0,1,2,0
27.25,Credit,Kansas City,Branch,63.0,Retired,91.99999999999999,1.0,5365.2,60.0-69.0,1,2,0
1353.93,Debit,El Paso,Branch,26.0,Engineer,171.0,1.0,7858.41,20.0-29.0,1,1,2
331.66,Debit,Las Vegas,ATM,76.0,Retired,145.0,1.0,7216.3,70.0-79.0,1,2,0
667.95,Credit,Oklahoma City,ATM,62.0,Doctor,253.0,1.0,13558.56,60.0-69.0,2,2,0
49.84,Debit,Chicago,ATM,49.0,Doctor,146.0,1.0,7872.04,40.0-49.0,1,0,2
556.04,Debit,Denver,ATM,72.0,Retired,26.999999999999996,1.0,5200.04,70.0-79.0,1,2,2
88.06,Credit,Raleigh,Online,18.0,Student,288.0,1.0,1779.85,10.0-19.0,0,1,1
745.95,Debit,Memphis,ATM,58.0,Doctor,127.0,1.0,13264.14,50.0-59.0,2,0,0
67.25,Debit,Miami,Online,19.0,Student,157.0,1.0,467.4,10.0-19.0,0,1,0
93.63,Debit,New York,ATM,29.0,Engineer,141.0,1.0,9873.62,20.0-29.0,1,1,0
74.11,Debit,San Jose,Branch,22.0,nan,49.0,1.0,1257.9,20.0-29.0,0,1,1
41.13,Credit,Philadelphia,Branch,77.0,Retired,58.00000000000001,1.0,6067.54,70.0-79.0,1,2,1
192.02,Credit,Indianapolis,Online,79.0,Retired,154.0,1.0,5169.07,70.0-79.0,1,2,0
291.27,Debit,Detroit,Branch,77.0,Retired,121.0,1.0,6878.86,70.0-79.0,1,2,2
296.46,nan,Dallas,Branch,23.0,Student,136.0,1.0,558.99,20.0-29.0,0,1,2
341.84,Credit,El Paso,Branch,27.0,Student,89.0,1.0,1400.04,20.0-29.0,0,1,2
98.41,Debit,Sacramento,Online,27.0,Student,48.0,1.0,912.7099999999999,20.0-29.0,0,1,1
109.28,Debit,San Diego,Online,36.0,Engineer,112.0,4.0,6338.35,30.0-39.0,1,1,1
27.51,Credit,Columbus,Online,40.0,Doctor,103.0,1.0,13645.63,40.0-49.0,2,0,2
207.71,Credit,Kansas City,Online,25.0,nan,63.0,1.0,570.0999999999999,20.0-29.0,0,1,0
25.77,Credit,San Diego,Online,45.0,Doctor,277.0,1.0,11749.77,40.0-49.0,2,0,1
127.56999999999998,Debit,Nashville,ATM,52.0,Retired,75.0,1.0,6118.2,50.0-59.0,1,0,0
392.05,Debit,Denver,ATM,60.0,Engineer,172.0,1.0,4383.69,60.0-69.0,0,2,2
521.01,Credit,Seattle,Branch,41.0,Engineer,73.0,1.0,4004.55,40.0-49.0,0,0,1
849.76,Debit,Seattle,ATM,25.0,Student,269.0,1.0,373.88,20.0-29.0,0,1,1
172.5,Debit,Columbus,Online,68.0,Doctor,30.999999999999996,1.0,6851.16,60.0-69.0,1,2,2
152.34,Debit,Omaha,Branch,55.0,Doctor,115.0,1.0,6853.51,50.0-59.0,1,0,1
21.13,Debit,Dallas,Branch,28.0,Student,153.0,1.0,948.7,20.0-29.0,0,1,2
111.55,Debit,Denver,ATM,46.0,Doctor,101.0,1.0,12221.17,40.0-49.0,2,0,2
321.82,Credit,Raleigh,Branch,32.0,Engineer,43.0,1.0,6500.5,30.0-39.0,1,1,1
1294.81,Credit,Washington,Branch,45.0,Engineer,279.0,1.0,9927.75,40.0-49.0,2,0,1
148.77,Debit,San Jose,Branch,67.0,Retired,175.0,1.0,2138.42,60.0-69.0,0,2,1
14.08,Debit,nan,Branch,57.0,Retired,154.0,1.0,3908.6499999999996,50.0-59.0,0,0,1
566.33,Credit,Charlotte,ATM,24.0,Student,66.0,1.0,379.82,20.0-29.0,0,1,2
206.51,nan,Indianapolis,ATM,51.0,Retired,275.0,1.0,3921.74,50.0-59.0,0,0,0
180.94,Debit,Raleigh,Branch,75.0,Retired,57.0,1.0,7659.990000000001,70.0-79.0,1,2,1
77.9,Debit,Washington,Branch,21.0,Student,128.0,1.0,664.7199999999999,20.0-29.0,0,1,1
318.92,Credit,Washington,Branch,21.0,Student,60.00000000000001,1.0,1167.25,20.0-29.0,0,1,1
583.3,Credit,Nashville,Online,59.0,Engineer,142.0,1.0,5896.01,50.0-59.0,1,2,0
100.68,Debit,Memphis,Online,63.0,Retired,139.0,1.0,1123.75,60.0-69.0,0,2,0
589.64,Debit,Charlotte,Online,62.0,Retired,210.0,1.0,2039.4,60.0-69.0,0,2,2
225.93,Credit,Omaha,Branch,25.0,Student,199.0,1.0,1864.27,20.0-29.0,0,1,1
651.55,Debit,Phoenix,Online,72.0,Retired,82.0,1.0,2325.78,70.0-79.0,0,2,1
80.97,Debit,Seattle,Online,38.0,Doctor,157.0,1.0,5926.31,30.0-39.0,1,0,1
191.89,Debit,San Antonio,Branch,25.0,Student,14.0,1.0,399.57,20.0-29.0,0,1,1
304.75,Credit,Austin,Branch,78.0,Retired,125.0,1.0,1916.34,70.0-79.0,0,2,2
201.53,Debit,Tucson,Online,68.0,Retired,287.0,1.0,2732.86,60.0-69.0,0,2,1
8.45,Debit,Philadelphia,ATM,22.0,Student,141.0,1.0,1115.3,20.0-29.0,0,1,1
435.98,Debit,Mesa,Branch,30.0,Engineer,105.0,1.0,7334.08,30.0-39.0,1,1,0
743.24,Credit,Indianapolis,Online,19.0,Student,109.0,1.0,1024.19,10.0-19.0,0,1,0
16.27,Debit,Atlanta,ATM,57.0,Doctor,44.0,1.0,10971.32,50.0-59.0,2,0,2
290.86,Debit,Louisville,Online,45.0,Doctor,36.0,1.0,14631.88,40.0-49.0,2,0,0
85.73,Debit,Virginia Beach,ATM,41.0,Doctor,266.0,1.0,14928.35,40.0-49.0,2,0,1
555.71,Credit,Boston,Branch,22.0,Student,73.0,1.0,830.3699999999999,20.0-29.0,0,1,2
40.03,Debit,Omaha,Branch,23.0,Student,200.00000000000003,1.0,6408.8,20.0-29.0,1,1,1
73.01,Credit,Milwaukee,Online,25.0,Student,61.99999999999999,1.0,1997.3299999999997,20.0-29.0,0,1,0
346.12,Debit,San Francisco,Branch,44.0,Doctor,12.0,1.0,13084.27,40.0-49.0,2,0,1
1.9299999999999997,Debit,Chicago,Branch,47.0,Doctor,175.0,5.0,5684.09,40.0-49.0,1,0,2
252.92999999999998,Debit,Portland,ATM,75.0,Retired,222.0,1.0,2760.37,70.0-79.0,0,2,1
238.54,Debit,Indianapolis,ATM,19.0,Student,12.0,4.0,868.9099999999999,10.0-19.0,0,1,0
58.7,Debit,New York,nan,67.0,Doctor,141.0,1.0,8937.35,60.0-69.0,1,2,0
7.5600000000000005,Debit,Milwaukee,ATM,40.0,Doctor,145.0,1.0,8528.72,40.0-49.0,1,0,0
540.4,Debit,Houston,Branch,45.0,Doctor,272.0,1.0,425.77,40.0-49.0,0,0,0
264.14,Debit,Baltimore,ATM,64.0,Doctor,125.0,1.0,8459.26,60.0-69.0,1,2,2
248.15000000000003,Debit,Milwaukee,ATM,75.0,Retired,202.0,1.0,2649.23,70.0-79.0,0,2,0
24.34,Debit,Raleigh,Branch,54.0,Engineer,110.0,1.0,6659.12,50.0-59.0,1,0,1
428.61,Debit,Fort Worth,ATM,66.0,Doctor,61.99999999999999,1.0,11937.04,60.0-69.0,2,2,2
117.66,Credit,Memphis,Branch,39.0,Doctor,126.0,1.0,6794.17,30.0-39.0,1,0,0
165.8,Debit,Nashville,Online,60.0,Engineer,287.0,1.0,2064.76,60.0-69.0,0,2,0
289.18,Debit,Baltimore,ATM,65.0,Retired,64.0,1.0,3139.75,60.0-69.0,0,2,2
125.38999999999999,Debit,Los Angeles,ATM,21.0,Student,140.0,1.0,202.69,20.0-29.0,0,1,0
305.18,Debit,Chicago,Online,58.0,Retired,215.99999999999997,1.0,4474.2,50.0-59.0,0,0,2
506.90000000000003,Credit,Houston,Branch,64.0,Doctor,56.0,1.0,11471.87,60.0-69.0,2,2,0
504.11999999999995,Credit,Baltimore,Branch,25.0,Student,101.0,1.0,1107.28,20.0-29.0,0,1,2
42.09,Debit,Denver,Branch,29.0,Engineer,118.0,1.0,5526.28,20.0-29.0,1,1,2
607.28,Debit,Baltimore,ATM,32.0,Doctor,84.00000000000001,1.0,9679.68,30.0-39.0,1,1,2
91.9,Debit,Chicago,Online,77.0,Retired,125.0,1.0,1033.94,70.0-79.0,0,2,2
303.43,Debit,Virginia Beach,Branch,22.0,Student,30.0,1.0,1833.24,20.0-29.0,0,1,1
668.78,Debit,Mesa,ATM,20.0,Student,141.0,1.0,983.6799999999998,20.0-29.0,0,1,0
270.54,Credit,Sacramento,ATM,20.0,Student,139.0,1.0,269.78,20.0-29.0,0,1,1
247.93,Debit,Indianapolis,Branch,37.0,Engineer,79.0,1.0,9801.48,30.0-39.0,1,0,0
34.67,Debit,Chicago,Online,19.0,Student,71.0,1.0,888.6,10.0-19.0,0,1,2
326.03,Credit,New York,Online,18.0,Student,137.0,1.0,290.24,10.0-19.0,0,1,0
148.26,Debit,Omaha,ATM,25.0,Student,57.0,1.0,958.7,20.0-29.0,0,1,1
1086.6,Debit,San Diego,Online,19.0,Student,37.99999999999999,1.0,1605.67,10.0-19.0,0,1,1
373.99,Debit,Sacramento,ATM,60.0,Doctor,140.0,1.0,8590.5,60.0-69.0,1,2,1
819.48,Debit,Virginia Beach,ATM,25.0,Student,26.0,1.0,1804.5,20.0-29.0,0,1,1
14.0,Debit,San Antonio,ATM,49.0,Engineer,173.0,1.0,7975.179999999999,40.0-49.0,1,0,1
57.16,Debit,Columbus,ATM,40.0,Engineer,74.0,1.0,222.22,40.0-49.0,0,0,2
282.26,Debit,Memphis,Online,37.0,Engineer,278.0,1.0,6857.2,30.0-39.0,1,0,0
473.2,Debit,Houston,Online,34.0,Doctor,173.0,1.0,248.52,30.0-39.0,0,1,0
192.97,Debit,Sacramento,ATM,59.0,Retired,140.0,1.0,3019.04,50.0-59.0,0,2,1
168.99,Debit,Baltimore,ATM,18.0,Student,203.0,1.0,1523.57,10.0-19.0,0,1,2
40.9,Debit,Charlotte,ATM,55.0,Doctor,37.0,1.0,1514.34,50.0-59.0,0,0,2
78.91,Debit,Sacramento,Online,61.0,Doctor,157.0,1.0,1817.43,60.0-69.0,0,2,1
169.97,Credit,San Diego,ATM,22.0,Student,12.0,1.0,6269.12,20.0-29.0,1,1,1
17.79,Debit,Jacksonville,Branch,61.0,Retired,162.0,5.0,2281.9,60.0-69.0,0,2,0
486.61,Credit,Sacramento,ATM,48.0,Engineer,130.0,1.0,2006.69,40.0-49.0,0,0,1
148.13,Debit,Phoenix,Branch,58.0,Retired,56.0,1.0,2189.38,50.0-59.0,0,0,1
164.52,Debit,Dallas,ATM,61.0,Doctor,162.0,1.0,11036.74,60.0-69.0,2,2,2
720.89,Debit,Indianapolis,ATM,27.0,Student,120.0,1.0,447.06,20.0-29.0,0,1,0
268.7,Debit,Milwaukee,ATM,53.0,Retired,63.0,1.0,2104.74,50.0-59.0,0,0,0
637.34,Debit,Indianapolis,ATM,51.0,Retired,278.0,1.0,5183.5,50.0-59.0,1,0,0
216.76,Credit,Omaha,Online,47.0,Engineer,138.0,1.0,643.6399999999999,40.0-49.0,0,0,1
418.02,Debit,Los Angeles,ATM,46.0,Doctor,110.0,1.0,11011.86,40.0-49.0,2,0,0
292.03,Credit,Memphis,ATM,46.0,Engineer,154.0,1.0,951.3300000000002,40.0-49.0,0,0,0
251.4,Debit,Tucson,ATM,57.0,Retired,178.0,1.0,2561.67,50.0-59.0,0,0,1
184.56,Debit,Virginia Beach,Online,21.0,Student,93.0,1.0,1549.27,20.0-29.0,0,1,1
33.76,Debit,Seattle,Online,26.0,Engineer,227.0,1.0,3253.51,20.0-29.0,0,1,1
1612.37,Debit,Los Angeles,ATM,65.0,Retired,173.0,1.0,3910.5900000000006,60.0-69.0,0,2,0
138.68,Credit,Colorado Springs,Branch,22.0,Student,44.0,1.0,206.2,20.0-29.0,0,1,2
42.56,Debit,Fresno,Online,18.0,Student,146.0,1.0,4361.44,10.0-19.0,0,1,0
680.76,Debit,nan,Branch,21.0,Student,165.0,1.0,572.97,20.0-29.0,0,1,1
53.83,Debit,Baltimore,Branch,70.0,Retired,131.0,1.0,4580.59,70.0-79.0,0,2,2
11.09,Debit,Charlotte,Branch,51.0,Engineer,95.0,1.0,2990.05,50.0-59.0,0,0,2
37.81,Debit,nan,Branch,63.0,Retired,195.0,1.0,5208.98,60.0-69.0,1,2,1
449.18,Debit,Denver,Online,67.0,Retired,50.00000000000001,1.0,1025.99,60.0-69.0,0,2,2
1135.8,Debit,San Diego,ATM,30.0,Doctor,250.0,1.0,13534.3,30.0-39.0,2,1,1
297.6,Debit,Milwaukee,Online,39.0,Doctor,162.0,1.0,1461.17,30.0-39.0,0,0,0
683.75,Debit,Las Vegas,Branch,32.0,Doctor,106.0,1.0,6333.72,30.0-39.0,1,1,0
21.4,Credit,nan,Online,48.0,Engineer,129.0,1.0,8551.6,40.0-49.0,1,0,1
315.94,Debit,Omaha,ATM,78.0,Retired,93.0,1.0,4273.99,70.0-79.0,0,2,1
331.32,Debit,Sacramento,Branch,61.0,Doctor,137.0,5.0,13054.54,60.0-69.0,2,2,1
223.76,Credit,Boston,Branch,74.0,Retired,110.0,1.0,4102.23,70.0-79.0,0,2,2
216.03,Debit,Boston,ATM,42.0,Doctor,300.0,1.0,10462.77,40.0-49.0,2,0,2
17.42,Debit,Dallas,ATM,74.0,Retired,150.0,1.0,6851.31,70.0-79.0,1,2,2
491.91,Debit,Milwaukee,Online,78.0,Retired,155.0,1.0,2421.94,70.0-79.0,0,2,0
350.11,Credit,Raleigh,Online,74.0,Retired,178.0,1.0,4639.04,70.0-79.0,0,2,1
218.07,Debit,Austin,Branch,23.0,Student,243.0,1.0,443.62,20.0-29.0,0,1,2
422.14,Credit,Albuquerque,Branch,26.0,Student,109.0,1.0,1436.32,20.0-29.0,0,1,2
613.21,Debit,Tucson,ATM,61.0,Retired,157.0,1.0,3279.12,60.0-69.0,0,2,1
73.83,Debit,Las Vegas,Online,69.0,Doctor,69.00000000000001,1.0,6020.29,60.0-69.0,1,2,0
67.33,Debit,Detroit,Online,59.0,Engineer,36.0,1.0,5925.98,50.0-59.0,1,2,2
26.92,Debit,Indianapolis,ATM,62.0,Retired,43.0,1.0,1674.94,60.0-69.0,0,2,0
18.3,Debit,Mesa,Online,48.0,Engineer,155.0,1.0,3733.5200000000004,40.0-49.0,0,0,0
317.94,Debit,Los Angeles,ATM,54.0,Engineer,123.99999999999999,1.0,2996.51,50.0-59.0,0,0,0
179.38,Debit,Mesa,Online,40.0,Doctor,173.0,1.0,11666.18,40.0-49.0,2,0,0
918.95,Debit,nan,Online,68.0,Doctor,139.0,1.0,7006.46,60.0-69.0,1,2,1
13.92,Debit,Los Angeles,ATM,37.0,Engineer,209.0,1.0,2735.84,30.0-39.0,0,0,0
365.43,Debit,Portland,ATM,25.0,Student,176.0,1.0,1073.51,20.0-29.0,0,1,1
263.59,Debit,Dallas,Branch,71.0,Retired,16.0,1.0,6996.35,70.0-79.0,1,2,2
54.8,Debit,Albuquerque,Branch,34.0,Engineer,140.0,1.0,4943.49,30.0-39.0,0,1,2
